Respondent ID,Collector ID,CompletionTimeMinutes,End Date,FavorEntryLevel,FavorConventionalSoon,FavorOnlineEducation,FavorAI,FavorCrypto,FavorAmerican,HeardOfUdacity,HeardOfUdemy,HeardOfCoursera,HeardOfPluralsight,HeardOfLynda,Industry,FavorReligion,FavorChristianity,FavorRegulation,SurveyMonkeyAge,SurveyMonkeyIncome,SurveyMonkeyRegion,IsSurveyMonkeyMale,IsSurveyMonkeyFemale,IsSurveyMonkeyUnreportedGender,IsSurveyMonkeyIncomePreferNotDisclose,IsManager,IsUnemployed,IsStem,IsNotStem,IsUnsureStem,IsUnreportedStem,IsMale,IsFemale
6718559001,170687521,2,2/26/2018 2:11,1,3,1,,7,2,0,0,1,0,0,5,,,,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1
6718556792,170687521,1,2/26/2018 2:08,6,10,8,,5,7,0,0,0,0,1,10,,,,4,8,9,0,1,0,0,1,0,0,1,0,0,0,1
6718552910,170687521,2,2/26/2018 2:04,8,9,9,,8,8,0,0,0,0,1,10,,,,4,4,9,1,0,0,0,0,0,0,1,0,0,1,0
6718551379,170687521,2,2/26/2018 2:02,9,5,6,,5,7,0,1,1,0,0,10,,,,3,1,4,0,1,0,0,0,0,0,1,0,0,0,1
6718545742,170687521,2,2/26/2018 1:56,2,1,1,,5,9,0,0,0,0,0,6,,,,4,9,4,1,0,0,0,0,1,0,1,0,0,1,0
6718544920,170687521,2,2/26/2018 1:55,5,5,7,,3,8,0,0,0,0,0,10,,,,4,4,9,0,1,0,0,0,0,0,1,0,0,0,1
6718543559,170687521,3,2/26/2018 1:54,10,1,6,,6,10,0,0,0,0,0,10,,,,5,2,5,0,1,0,0,0,1,0,1,0,0,0,1
6718542958,170687521,2,2/26/2018 1:53,6,10,1,,1,10,0,0,0,0,0,7,,,,5,3,5,1,0,0,0,0,0,0,1,0,0,1,0
6718542627,170687521,2,2/26/2018 1:53,2,3,4,,1,10,0,0,0,0,0,11,,,,5,8,9,0,1,0,0,0,0,0,1,0,0,0,1
6718541332,170687521,3,2/26/2018 1:51,5,5,7,,2,8,0,0,0,0,0,2,,,,5,3,3,0,1,0,0,0,1,0,1,0,0,0,1
6718539389,170687521,10,2/26/2018 1:49,8,7,2,,9,6,0,0,0,0,0,4,,,,4,,9,0,1,0,1,0,0,1,0,0,0,0,1
6718537975,170687470,2,2/26/2018 1:47,8,3,10,,8,10,0,0,0,0,1,6,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0
6718534169,170687521,4,2/26/2018 1:43,7,6,7,,5,8,0,0,0,0,0,11,,,,4,,1,0,1,0,1,1,0,0,0,1,0,0,1
6718532937,170687521,,2/26/2018 1:41,7,5,5,,6,6,0,0,0,1,0,10,,,,2,4,8,0,1,0,0,0,0,0,1,0,0,0,1
6718531448,170687521,2,2/26/2018 1:40,6,4,5,,5,7,0,0,0,0,0,11,,,,2,5,7,0,1,0,0,0,0,0,1,0,0,0,1
6718529121,170687521,2,2/26/2018 1:37,10,10,10,,10,8,0,0,0,0,1,10,,,,2,1,2,0,1,0,0,0,0,0,1,0,0,0,1
6718523741,170687521,6,2/26/2018 1:31,2,1,8,,5,8,0,0,0,0,0,11,,,,5,2,5,0,1,0,0,0,0,0,0,1,0,0,1
6718523576,170687521,2,2/26/2018 1:31,5,4,3,,3,6,0,0,0,0,0,1,,,,5,3,2,0,1,0,0,1,0,0,1,0,0,0,1
6718521796,170687521,3,2/26/2018 1:29,10,9,10,,7,3,0,1,0,0,0,6,,,,3,4,5,0,1,0,0,1,0,1,0,0,0,0,1
6718521501,170687521,3,2/26/2018 1:29,3,1,10,,5,5,0,1,1,0,0,5,,,,3,3,1,0,1,0,0,0,0,0,1,0,0,0,1
6718521072,170687521,1,2/26/2018 1:28,8,9,10,,5,4,0,0,0,0,0,5,,,,4,3,3,0,1,0,0,0,0,0,1,0,0,0,1
6718517892,170687521,2,2/26/2018 1:25,10,5,8,,1,7,1,0,0,0,0,6,,,,2,,3,1,0,0,1,0,0,1,0,0,0,1,0
6718514999,170687521,2,2/26/2018 1:22,8,4,9,,1,10,0,0,0,0,0,6,,,,3,4,6,0,1,0,0,0,1,0,1,0,0,0,1
6718514852,170687521,1,2/26/2018 1:21,8,4,8,,3,9,0,1,1,0,1,11,,,,2,3,7,0,1,0,0,1,0,1,0,0,0,0,1
6718514015,170687521,2,2/26/2018 1:21,7,7,7,,5,6,0,0,0,0,0,10,,,,5,4,8,0,1,0,0,0,0,0,1,0,0,0,1
6718509725,170687521,3,2/26/2018 1:16,10,3,8,,2,7,0,0,0,0,0,5,,,,5,3,3,1,0,0,0,0,1,0,0,1,0,1,0
6718508331,170687521,3,2/26/2018 1:14,7,5,7,,7,9,0,0,1,0,0,5,,,,5,2,5,0,1,0,0,1,0,0,1,0,0,0,1
6718507222,170687521,2,2/26/2018 1:13,7,9,7,,2,3,0,1,0,0,0,10,,,,5,6,9,1,0,0,0,0,0,0,1,0,0,1,0
6718506280,170687521,2,2/26/2018 1:12,3,1,7,,1,10,0,0,0,0,0,4,,,,5,,8,0,1,0,1,0,1,0,1,0,0,0,1
6718504234,170687521,1,2/26/2018 1:09,10,8,9,,2,6,0,0,0,1,0,5,,,,4,,9,0,1,0,1,0,0,0,1,0,0,0,1
6718499941,170687521,2,2/26/2018 1:05,1,1,1,,1,1,0,0,0,0,0,10,,,,4,3,2,0,1,0,0,0,0,0,1,0,0,0,1
6718499239,170687521,1,2/26/2018 1:04,7,8,8,,7,4,0,0,0,0,1,10,,,,3,2,7,0,1,0,0,0,1,0,1,0,0,0,1
6718496332,170687521,2,2/26/2018 1:01,4,5,5,,10,1,0,0,0,0,0,10,,,,2,1,7,0,1,0,0,0,1,0,1,0,0,0,1
6718494633,170687521,1,2/26/2018 0:59,6,4,6,,9,8,0,0,0,0,1,7,,,,3,10,5,0,1,0,0,1,0,0,0,1,0,0,1
6718494466,170687521,1,2/26/2018 0:58,10,1,5,,3,10,0,0,0,0,0,10,,,,2,8,7,0,1,0,0,0,0,0,1,0,0,0,1
6718492771,170687521,3,2/26/2018 0:57,8,7,7,,7,6,0,0,0,1,0,10,,,,4,1,9,0,1,0,0,0,0,0,1,0,0,0,1
6718488793,170687521,3,2/26/2018 0:52,4,7,2,,2,9,0,0,0,0,0,2,,,,5,8,3,0,1,0,0,0,0,0,1,0,0,0,1
6718488671,170687521,3,2/26/2018 0:52,6,3,7,,5,8,0,0,0,0,0,10,,,,3,4,9,0,1,0,0,0,0,0,0,1,0,0,1
6718488502,170687521,2,2/26/2018 0:52,3,3,10,,10,4,1,1,0,0,1,6,,,,3,4,6,1,0,0,0,0,1,0,1,0,0,1,0
6718486823,170687521,2,2/26/2018 0:50,8,7,10,,5,2,0,0,0,0,0,10,,,,4,2,4,0,1,0,0,0,0,0,0,1,0,0,1
6718485272,170687521,2,2/26/2018 0:48,8,8,8,,7,9,1,0,0,0,0,10,,,,5,4,5,1,0,0,0,1,0,0,1,0,0,1,0
6718483259,170687521,1,2/26/2018 0:45,10,5,6,,6,3,0,0,0,0,0,5,,,,2,4,9,0,1,0,0,0,0,0,1,0,0,0,1
6718482996,170687521,1,2/26/2018 0:45,5,5,6,,4,4,0,0,0,0,0,10,,,,4,,7,0,1,0,1,0,0,0,1,0,0,0,1
,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0
