Respondent ID,Collector ID,Start Date,End Date,IP Address,Custom Data 1,custom_value7,custom_value9,custom_value8,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.",Have you heard of any of the following online course providers?,,,,,Which of these industries most closely matches your profession?,Government regulation helps ensure businesses treat individuals more fairly.,Gender?,Household Income?,Age?,Exact Age,What is the highest level of education you have completed?,Which race/ethnicity best describes you? (Please choose only one.) ,"If you are a Mechanical Turk Worker, please add your Worker ID. Otherwise write ""n/a"".",Age,Gender,Household Income,Region,Device Type
10991655289,246342431,9/13/2019 15:31,9/13/2019 15:33,,2332d738f76c4f575e68bb0e55,,,,1,7,7,5,2,,,,,5,6,8,1,4,3,36,5,6,,4,2,4,5,2
10991647979,246342431,9/13/2019 15:22,9/13/2019 15:30,,393d0466c272e2da55ad58af8d,,,,2,9,1,10,6,,,,,,10,10,1,4,2,23,4,5,,2,2,4,5,1
10991646718,246342431,9/13/2019 15:28,9/13/2019 15:29,,14f706267727ac3f6716370297,,,,2,7,1,3,7,,,,,5,6,7,2,6,2,21,4,5,,2,1,6,4,1
10991622075,246342431,9/13/2019 15:18,9/13/2019 15:20,,13efa5054846f87206e7e255b1,,,,1,5,7,4,4,,2,,,,11,4,2,6,5,57,5,5,,5,2,6,1,4
10991619701,246342431,9/13/2019 15:17,9/13/2019 15:19,,9fc7a9c2a07625ed91aee9b895,,,,1,7,8,4,6,1,,3,,5,6,3,2,4,2,27,5,5,,2,1,4,9,2
10991607958,246342431,9/13/2019 15:09,9/13/2019 15:14,,3565948bbada7caca4a1d6f925,,,,2,10,10,1,5,,,,,5,2,10,2,4,5,62,7,5,,5,1,4,3,2
10991600576,246342431,9/13/2019 15:09,9/13/2019 15:11,,08d5d19c5439411a0a3587a43e,,,,1,9,10,9,6,,,,,5,10,2,2,4,4,50,4,5,,4,1,4,8,1
10991599990,246342431,9/13/2019 15:09,9/13/2019 15:11,,8fefe452d4f778b6bea10217d3,,,,2,3,3,6,3,,,3,,,12,4,2,5,5,67,5,5,,5,1,5,9,1
10991587768,246342431,9/13/2019 15:03,9/13/2019 15:06,,c14a041a18af56dc2de6691bf7,,,,2,5,10,6,5,,,3,,,11,1,1,5,2,29,4,3,,2,2,5,5,1
10991580327,246342431,9/13/2019 15:00,9/13/2019 15:03,,08291b6537f53d8a2211978666,,,,1,4,3,4,5,1,,,,,11,9,1,3,4,48,3,4,,4,2,3,9,1
10991578571,246342431,9/13/2019 15:01,9/13/2019 15:02,,a599fce7e224cf94fbbbb408d1,,,,1,8,6,6,3,1,,3,,,10,7,1,5,3,34,4,6,,3,2,4,2,2
10991559354,246342431,9/13/2019 14:52,9/13/2019 14:54,,11534f61e8876395606f701bb9,,,,2,8,4,5,8,1,2,3,,,5,5,2,3,2,19,3,5,,2,1,11,4,2
10991548014,246342431,9/13/2019 14:48,9/13/2019 14:50,,4ae912ed1892f7475d348c2bf1,,,,1,7,9,10,10,,,,4,5,4,1,2,3,4,45,5,5,,4,1,3,3,2
10991547973,246342431,9/13/2019 14:48,9/13/2019 14:50,,f1fe88c1e4fa03c9dec0be2193,,,,2,8,7,8,7,,,,,,10,8,2,4,5,79,5,5,,5,1,8,2,1
10991540058,246342431,9/13/2019 14:46,9/13/2019 14:46,,b19bc2a7b9e6dcdc883d3e712d,,,,2,6,4,6,3,,,,,5,2,5,1,3,2,20,4,4,,2,2,11,2,2
10991528978,246342431,9/13/2019 14:41,9/13/2019 14:42,,4d619484908638e7ff3db8b93b,,,,1,8,6,7,10,,,,,5,10,1,1,4,4,45,2,5,,4,2,3,6,1
10991488150,246342431,9/13/2019 14:23,9/13/2019 14:26,,4381e39b66cbea04690d08e741,,,,1,1,7,1,8,,,,,5,2,5,1,3,4,48,7,5,,4,2,3,3,1
10991487013,246342431,9/13/2019 14:23,9/13/2019 14:25,,fde000e8c807d05989276545e1,,,,2,9,10,10,1,,,,,5,9,5,2,3,2,25,3,5,,2,1,3,4,2
10991473741,246342431,9/13/2019 14:16,9/13/2019 14:19,,dd6cf0f62695dacd9e3f993ed2,,,,1,10,10,4,5,,,3,,,12,6,2,7,3,44,4,5,,3,1,6,8,1
10991471812,246342431,9/13/2019 14:16,9/13/2019 14:18,,780d81f796fa371cb9fe2c5779,,,,3,10,8,10,8,,,,,,10,3,1,9,4,55,4,5,,4,2,9,9,1
10991469632,246342431,9/13/2019 14:16,9/13/2019 14:17,,9a09c4a3e19450cc868b6e39fd,,,,3,8,5,6,4,,2,,,,2,5,1,3,2,23,5,5,,2,2,1,8,2
10991445044,246342431,9/13/2019 14:05,9/13/2019 14:07,,6a6c5ac2c196952ceaee7595cb,,,,3,10,10,10,10,,,,,,10,10,2,1,5,67,3,5,,5,1,1,3,2
10991440740,246342431,9/13/2019 14:02,9/13/2019 14:05,,9cae6f1856d4d6987b08d92c81,,,,1,5,6,6,6,,,,,,4,5,2,7,4,53,7,5,,4,1,7,5,4
10991432924,246342431,9/13/2019 13:44,9/13/2019 14:02,,f181baf787b7e597373f56e5c5,,,,1,3,6,9,5,1,2,,,5,10,1,1,4,4,55,7,3,,4,2,4,5,1
10991395848,246342431,9/13/2019 13:44,9/13/2019 13:47,,183e22a6006f813d3940ac66ff,,,,1,6,8,10,3,,,,,5,5,6,1,8,4,51,7,5,,4,2,8,5,2
10991392716,246342431,9/13/2019 13:44,9/13/2019 13:45,,af4003bbe57ddbd3891321f307,,,,2,8,4,9,5,1,2,3,,,2,9,1,5,3,37,7,5,,3,2,5,2,2
10991384411,246342431,9/13/2019 13:40,9/13/2019 13:42,,0da4b55b4d11ee6cafc5a41582,,,,3,5,8,7,5,,,,,5,10,7,1,11,2,26,3,5,,2,2,3,5,2
10991382375,246342431,9/13/2019 13:39,9/13/2019 13:41,,69d8716f7423ef8b510c5f8d24,,,,1,8,6,6,8,,2,,,,5,6,2,4,4,72,8,5,,5,1,6,5,1
10991348658,246342431,9/13/2019 13:25,9/13/2019 13:27,,5146ac5f7afa9abd60e5f640da,,,,1,8,8,9,6,,,,,5,10,6,1,4,4,45,3,5,,4,2,4,3,1
10991328122,246342431,9/13/2019 13:17,9/13/2019 13:18,,52039c0bd46cf245ccacdfec49,,,,2,10,9,10,9,1,,,,,10,9,2,2,5,59,3,5,,4,1,2,8,2
10991326751,246342431,9/13/2019 13:16,9/13/2019 13:18,,71efeb065cc241b6617c6dab96,,,,2,7,7,7,4,1,2,3,,,6,10,2,6,2,18,4,2,,2,1,7,1,2
10991304199,246342431,9/13/2019 13:06,9/13/2019 13:08,,55ed6fdbb31a1ea6c289edd110,,,,2,1,10,10,5,,,,,5,10,1,1,4,4,54,5,5,,4,2,5,3,1
10991291333,246342431,9/13/2019 13:02,9/13/2019 13:03,,53ef5453519202a498ad9ec62c,,,,2,10,10,10,5,1,2,,,,3,1,2,8,3,44,4,5,,3,1,7,9,2
10991257001,246342431,9/13/2019 12:47,9/13/2019 12:49,,732f7bd62dee10c5ec75dcbaa8,,,,2,10,10,10,10,1,2,3,,5,11,9,1,3,5,67,6,5,,5,2,3,3,5
10991220757,246342431,9/13/2019 12:32,9/13/2019 12:34,,544d79501ca9740402892225bc,,,,1,1,1,5,3,,,,,5,10,1,2,4,4,52,7,4,,4,1,4,5,2
10991220405,246342431,9/13/2019 12:31,9/13/2019 12:34,,6afe18e36dc48d6ca62a1d57d7,,,,1,6,9,10,8,1,,3,4,5,11,6,1,2,2,24,3,4,,2,2,2,3,1
10991219441,246342431,9/13/2019 12:32,9/13/2019 12:33,,ebfd73e345e720a296d5725881,,,,1,9,7,8,7,,2,3,,5,5,10,2,6,5,62,6,5,,5,1,6,9,5
10991217122,246342431,9/13/2019 12:32,9/13/2019 12:34,,0951472cf67a9ad949e2ade4f8,,,,3,4,7,7,6,,2,3,,5,10,9,1,11,2,28,3,3,,2,2,11,9,2
10991210800,246342431,9/13/2019 12:28,9/13/2019 12:30,,c4d16d7750651b3887f24fd2ee,,,,2,5,2,4,1,,,,,,6,4,1,11,4,60,4,5,,5,2,11,9,1
10991166382,246342431,9/13/2019 12:12,9/13/2019 12:14,,2a657da212c61c5f3c4e000dd1,,,,1,7,8,8,3,,,,,,5,9,1,11,2,29,4,5,,2,2,11,9,2
10991165635,246342431,9/13/2019 12:28,9/13/2019 12:32,,6bf5789ceac9e776fb3395320d,,,,3,8,7,8,7,,,,,5,2,5,1,3,3,32,4,2,,3,2,3,8,1
10991163671,246342431,9/13/2019 12:10,9/13/2019 12:13,,dc5644d8e3d8171ef1cee32c56,,,,2,8,6,7,7,1,2,3,,,2,3,2,7,4,60,7,5,,5,1,7,7,1
10991162879,246342431,9/13/2019 12:14,9/13/2019 12:17,,62964f782922d1507d40565763,,,,2,1,1,1,10,1,,3,,5,5,1,1,3,4,55,4,3,,4,2,3,5,2
10991158841,246342431,9/13/2019 12:09,9/13/2019 12:11,,376e73e06daae4ff4958b2d5a6,,,,1,6,2,2,5,,,,,5,10,9,2,6,3,38,4,5,,3,1,5,9,1
10991155624,246342431,9/13/2019 12:09,9/13/2019 12:10,,11f8317be5509e0c0ac016893d,,,,1,2,3,2,6,1,2,3,4,5,2,4,2,2,2,32,7,1,,3,1,10,8,2
10989676283,246137921,9/12/2019 21:59,9/12/2019 22:00,96.240.139.151,,,,,2,10,4,5,8,,2,3,,5,9,10,2,10,3,30,7,5,,,,,,
10988971863,246137921,9/12/2019 16:43,9/12/2019 16:47,204.63.42.38,,,,,2,8,7,6,8,1,2,3,4,5,6,7,2,5,3,30,7,2,,,,,,
10988908392,246137921,9/12/2019 16:23,9/12/2019 16:25,204.63.40.44,,,,,1,8,5,8,7,1,,3,,5,6,5,2,10,3,32,5,5,,,,,,
10988883416,246137921,9/12/2019 16:06,9/12/2019 16:16,204.63.40.42,,,,,1,10,8,10,8,1,2,3,4,5,6,7,2,11,2,0,5,6,,,,,,
10988876033,246137921,9/12/2019 16:11,9/12/2019 16:13,204.63.40.39,,,,,2,10,5,10,6,1,2,3,4,5,4,6,3,11,3,30,7,2,,,,,,
10988532750,246137921,9/12/2019 14:00,9/12/2019 14:13,204.63.42.39,,,,,2,10,9,8,10,,,,,,4,9,1,10,2,29,7,2,,,,,,
10988531325,246137921,9/12/2019 14:10,9/12/2019 14:12,204.63.40.10,,,,,1,8,6,8,8,,,3,,,4,8,2,10,3,39,7,5,,,,,,
10988482202,246137921,9/12/2019 13:51,9/12/2019 13:54,204.63.40.11,,,,,2,10,7,10,5,1,2,3,4,5,6,4,1,7,4,98,6,5,,,,,,
10988478886,246137921,9/12/2019 13:50,9/12/2019 13:53,204.63.42.41,,,,,2,1,1,5,8,1,2,3,,5,4,5,1,10,3,33,7,5,,,,,,
10988456274,246137921,9/12/2019 13:43,9/12/2019 13:44,204.63.40.10,,,,,2,7,4,10,6,1,2,3,4,5,6,8,1,6,2,23,5,5,,,,,,
10986015910,246137921,9/11/2019 16:27,9/11/2019 16:30,204.63.42.10,,,,,1,3,4,3,5,1,,,4,5,6,7,2,8,3,40,5,5,,,,,,
10985951102,246137921,9/11/2019 13:49,9/11/2019 16:02,204.63.40.43,,,,,2,10,1,7,7,1,2,3,4,,6,10,3,11,2,29,5,6,,,,,,
10984823961,246137921,9/11/2019 8:59,9/11/2019 9:03,204.63.40.41,,,,,2,7,8,9,10,,2,3,4,,6,8,2,4,3,33,5,5,,,,,,
10984809008,246137921,9/11/2019 8:11,9/11/2019 8:57,204.63.42.40,,,,,1,5,4,7,7,,,3,,,4,6,2,10,3,33,7,5,,,,,,
10983587294,246137921,9/10/2019 19:11,9/10/2019 19:13,204.63.40.11,,,,,1,6,7,6,5,1,2,3,,5,4,5,1,5,2,24,5,4,,,,,,
10983527762,246137921,9/10/2019 18:37,9/10/2019 18:39,69.251.248.78,,,,,1,10,7,10,6,1,2,3,,5,4,4,1,8,3,34,6,2,,,,,,
10983515573,246137921,9/10/2019 18:30,9/10/2019 18:32,174.204.30.70,,,,,2,7,9,10,6,1,2,3,4,5,6,10,2,6,2,23,5,2,,,,,,
10983510622,246137921,9/10/2019 18:27,9/10/2019 18:29,174.205.1.7,,,,,1,10,7,10,8,,,3,,,4,10,1,10,3,44,7,6,,,,,,
10983378921,246137921,9/10/2019 17:23,9/10/2019 17:25,174.204.19.240,,,,,1,7,3,6,6,1,2,3,,5,4,7,1,9,2,28,5,2,,,,,,
10983338293,246137921,9/10/2019 17:07,9/10/2019 17:09,204.63.42.37,,,,,2,10,5,8,5,,2,3,,5,4,8,1,10,2,29,6,5,,,,,,
10983311714,246137921,9/10/2019 16:57,9/10/2019 16:58,204.63.40.40,,,,,1,6,8,8,6,,,,,,4,4,2,4,3,31,6,5,,,,,,
10983258504,246137921,9/10/2019 16:37,9/10/2019 16:38,204.63.42.38,,,,,1,7,4,4,4,1,2,3,,,6,8,2,10,3,35,5,5,,,,,,
10983239174,246137921,9/10/2019 16:15,9/10/2019 16:30,204.63.42.41,,,,,2,7,4,3,8,,,,,,4,7,1,6,2,25,5,2,,,,,,
10983209531,246137921,9/10/2019 16:17,9/10/2019 16:19,204.63.42.38,,,,,2,4,6,2,6,,,,,,6,5,2,6,3,30,5,2,,,,,,
10983207959,246137921,9/10/2019 15:57,9/10/2019 16:19,204.63.40.40,,,,,1,9,5,10,10,1,,3,4,5,6,7,2,7,2,25,5,5,,,,,,
10983195210,246137921,9/10/2019 16:13,9/10/2019 16:14,204.63.40.42,,,,,2,8,3,8,8,1,2,3,,5,4,10,2,5,2,24,5,2,,,,,,
10983185724,246137921,9/10/2019 16:08,9/10/2019 16:10,204.63.40.11,,,,,1,2,8,4,4,,,,,5,4,2,1,5,3,35,5,5,,,,,,
10983159872,246137921,9/10/2019 15:58,9/10/2019 16:01,204.63.42.38,,,,,2,8,10,6,3,,,,,,4,7,2,5,2,24,5,2,,,,,,
10983151357,246137921,9/10/2019 15:56,9/10/2019 15:57,204.63.40.41,,,,,2,8,6,7,9,1,2,3,4,5,6,6,2,5,2,22,7,5,,,,,,
10983149927,246137921,9/10/2019 15:53,9/10/2019 15:57,204.63.40.11,,,,,2,7,4,8,6,1,2,3,4,5,6,10,2,10,2,26,7,2,,,,,,
10983147087,246137921,9/10/2019 15:53,9/10/2019 15:56,204.63.40.44,,,,,1,8,9,6,6,1,2,3,,,6,9,2,10,3,34,7,3,,,,,,
10983145835,246137921,9/10/2019 15:53,9/10/2019 15:55,204.63.40.11,,,,,2,3,3,5,5,,,,,,4,9,1,10,2,25,5,6,,,,,,
10717736271,233176325,5/9/2019 3:14,5/9/2019 3:18,,5dd72a51f0436c1d249ed1dc79,,,,3,10,7,3,7,,,,,5,10,10,2,2,3,34,1,4,,3,1,3,9,2
10717731616,233176325,5/9/2019 3:13,5/9/2019 3:14,,5f59c0883825ba9c05affad1b2,,,,1,10,10,10,10,1,2,3,,5,6,6,2,4,3,37,5,5,,3,1,5,3,2
10717729195,233176325,5/9/2019 3:12,5/9/2019 3:13,,199c9f99a2115a4d7090b6f943,,,,1,8,8,8,8,1,2,,4,,11,8,2,3,2,25,5,2,,2,1,3,9,2
10717724827,233176325,5/9/2019 3:08,5/9/2019 3:09,,d6d354dcb09e1fa83f8fd243e1,,,,3,8,10,7,6,,2,3,,5,10,6,1,1,2,22,3,5,,2,2,2,3,2
10717723858,233176325,5/9/2019 3:06,5/9/2019 3:09,,8905e104ed3ab4ca9e1ee9cee2,,,,3,8,6,10,5,,,,4,,5,7,1,1,3,33,4,5,,3,2,1,3,2
10717723453,233176325,5/9/2019 3:06,5/9/2019 3:08,,a71c2352416868e6a2b230db88,,,,2,8,7,2,2,,,,,,10,5,1,2,2,21,4,5,,2,2,1,3,1
10717723209,233176325,5/9/2019 3:06,5/9/2019 3:08,,65557cd85e96f9355636e12815,,,,2,10,6,4,7,,,,,5,2,4,1,3,3,36,4,5,,3,2,3,6,2
10717722712,233176325,5/9/2019 3:06,5/9/2019 3:08,,587fed7b74766cfe5576ae0013,,,,2,10,6,7,8,,,,,5,10,7,1,3,2,21,4,2,,2,2,3,5,1
10717719259,233176325,5/9/2019 3:03,5/9/2019 3:05,,538dce99f429a9dfa47b6fd19a,,,,3,6,6,6,4,,2,,,,10,1,1,2,3,38,5,5,,3,2,2,3,2
10717719164,233176325,5/9/2019 3:04,5/9/2019 3:05,,3140fa7d4e8acfde1f08d38e0d,,,,1,9,7,8,9,,2,3,,5,2,8,1,5,3,33,6,2,,3,2,2,5,1
10717717880,233176325,5/9/2019 3:03,5/9/2019 3:04,,9685b62b3b9ffe37e99ccbc18b,,,,2,6,4,3,8,,,,,5,7,9,1,1,2,22,6,5,,2,2,1,9,1
10717716770,233176325,5/9/2019 3:00,5/9/2019 3:03,,0e3f8a8c46ce0e4ff78a8005b7,,,,2,9,5,1,1,,2,,,,11,9,1,2,3,39,3,5,,3,2,2,2,1
10717637241,233176325,5/9/2019 1:52,5/9/2019 1:54,,c937497b63c5f7cd0ef8d0f9df,,,,1,10,10,10,5,,2,3,,,6,5,2,4,3,31,4,6,,3,1,3,2,2
10717496786,233176325,5/8/2019 23:36,5/8/2019 23:39,,5f284b1bde25e347c1abed69a7,,,,3,9,3,1,1,,2,,,,11,3,1,4,4,61,3,5,,5,2,4,9,2
10717496472,233176325,5/8/2019 23:34,5/8/2019 23:39,,19b67b28620e695cb315df5502,,,,2,6,1,4,4,,,,,5,11,5,1,11,5,64,3,5,,5,2,11,3,1
10717496261,233176325,5/8/2019 23:35,5/8/2019 23:39,,98e7fbcedc8cf8438cdd3347e7,,,,2,6,1,4,1,,,,,,11,4,1,5,4,54,3,4,,4,2,5,5,2
10717495805,233176325,5/8/2019 23:36,5/8/2019 23:38,,f1f6013e5312ed8cdb5225920a,,,,2,8,10,10,5,,,,,,5,4,1,5,4,57,5,5,,4,2,5,3,1
10717495718,233176325,5/8/2019 23:35,5/8/2019 23:38,,493ebf796df4a412f610056d45,,,,2,10,10,1,10,,,,,5,5,10,1,1,4,49,4,1,,4,2,1,2,2
10717494359,233176325,5/8/2019 23:35,5/8/2019 23:37,,22c5cc445d9eb2e4ecfc045dbc,,,,3,9,7,10,8,,,,,,5,9,1,3,5,73,8,5,,5,2,3,8,5
10717493809,233176325,5/8/2019 23:33,5/8/2019 23:36,,553cbe2867b1a054229d91aad1,,,,2,8,5,9,8,,,,,,12,8,1,3,4,48,5,2,,4,2,3,2,1
10717493208,233176325,5/8/2019 23:34,5/8/2019 23:36,,a6c2cad448e851ed3a03a7a3c5,,,,1,7,6,8,4,,,,,5,5,8,1,4,5,61,5,5,,5,2,4,3,1
10717492991,233176325,5/8/2019 23:31,5/8/2019 23:36,,6230f2556f888ce3267eac9e40,,,,2,10,10,10,10,,,,,5,10,1,1,8,4,55,5,5,,4,2,7,2,1
10717490209,233176325,5/8/2019 23:31,5/8/2019 23:33,,a53a5e85a4ed454b8828a4e3d4,,,,3,7,4,6,5,,,,,,2,6,1,4,5,88,7,5,,5,2,4,1,1
10717489671,233176325,5/8/2019 23:31,5/8/2019 23:33,,5f6f4d1c54408266247ddd151b,,,,1,10,10,10,10,,,3,,,4,10,1,9,3,38,2,4,,4,2,10,2,2
10717486687,233176325,5/8/2019 23:26,5/8/2019 23:30,,9d4712bc545592f5f30c4f7945,,,,2,4,6,1,5,1,2,3,,,5,4,2,2,4,48,2,5,,4,2,2,9,2
10717475792,233176325,5/8/2019 23:15,5/8/2019 23:21,,6959c54bd53a4b2d9f4079bd39,,,,2,6,7,8,1,,,,,,10,1,1,2,4,50,3,6,,4,2,2,9,2
10717451851,233176325,5/8/2019 22:59,5/8/2019 23:01,,ceadff13ab37c13e3a43c0784a,,,,2,5,4,6,1,,,,,5,2,10,1,6,4,60,7,5,,5,2,6,9,2
10717431176,233176325,5/8/2019 22:40,5/8/2019 22:44,,29b7fc4aec1a19744b63ba75aa,,,,3,3,2,4,4,,2,,,,5,4,1,3,4,57,3,5,,4,2,2,3,2
10717416746,233176325,5/8/2019 22:31,5/8/2019 22:34,,5d85a83dc5f301b86b59f5a3ca,,,,2,7,10,10,10,,,,,,11,10,2,6,4,56,4,3,,4,1,6,3,2
10717367562,233176325,5/8/2019 21:54,5/8/2019 21:58,,c8e7c8eb354a8f568220f01499,,,,3,10,10,7,7,1,,,,,10,8,1,3,4,54,4,5,,4,2,3,6,1
10717324752,233176325,5/8/2019 21:24,5/8/2019 21:28,,bbeacda25f0fbdf8bad26ae2c5,,,,1,8,6,8,7,1,2,3,4,5,6,8,2,7,3,31,6,5,,3,1,7,8,2
10717255890,233176325,5/8/2019 20:39,5/8/2019 20:41,,c06e7d873d93818e0b7ca717dc,,,,2,5,6,9,5,,,,,,4,7,1,5,4,45,5,3,,4,2,4,7,2
10717249034,233176325,5/8/2019 20:34,5/8/2019 20:37,,6ead9c8bd52f258c6de61ddd05,,,,1,6,5,1,4,,,,,,10,6,2,4,4,50,5,5,,4,1,3,4,2
10717218827,233176325,5/8/2019 20:16,5/8/2019 20:17,,ef91f2c26064f4ec060b2a47f2,,,,1,5,7,5,5,1,2,3,,,7,4,3,6,3,30,5,6,,3,1,8,8,2
10717208798,233176325,5/8/2019 20:10,5/8/2019 20:11,,f156be096c37e24894e3ba626e,,,,1,6,5,6,7,,,,,5,11,8,1,3,3,38,5,3,,3,1,3,6,1
10717195448,233176325,5/8/2019 20:01,5/8/2019 20:03,,635384a172ada09f35a7eeb261,,,,3,10,10,10,1,,,,,,10,1,2,1,2,21,4,5,,2,1,1,9,1
10717170597,233176325,5/8/2019 19:48,5/8/2019 19:49,,b7371f0f2cd209c17c229bc592,,,,1,9,5,8,6,1,,,,,6,7,2,3,2,28,5,3,,2,1,3,3,1
10717159915,233176325,5/8/2019 19:41,5/8/2019 19:43,,6d622bfab3c9ed0c510af8b9ad,,,,1,1,1,1,1,,,,,5,10,1,1,6,4,54,5,3,,4,2,4,5,1
10717148607,233176325,5/8/2019 19:35,5/8/2019 19:37,,729fa2caeeab6a264fe20863c8,,,,1,1,1,5,5,,,3,,5,10,7,1,7,2,29,7,5,,3,2,6,2,2
10717146478,233176325,5/8/2019 19:34,5/8/2019 19:35,,f0bfe10de2db753bde6ac04b5d,,,,3,1,1,1,1,,,3,,,5,1,2,11,2,18,4,6,,2,1,11,9,1
10717126128,233176325,5/8/2019 19:21,5/8/2019 19:23,,c1aeab487c4c2628e51e2d1c6d,,,,1,10,10,9,6,,,,,5,8,10,1,4,2,24,5,5,,2,2,4,5,2
10717121773,233176325,5/8/2019 19:18,5/8/2019 19:20,,5bfcd3dc9c6ca459cf4553e39e,,,,2,10,8,7,6,1,,,,5,6,7,2,1,1,17,3,5,,2,1,11,5,1
10717119472,233176325,5/8/2019 19:17,5/8/2019 19:19,,c091e6943f54524dd1bc41c618,,,,2,7,1,3,2,,,,,,2,8,2,6,4,49,7,6,,4,1,5,2,1
10717114829,233176325,5/8/2019 19:16,5/8/2019 19:16,,1acf39b746e0f31ef6c3d2495e,,,,1,1,1,4,3,1,,,,,3,3,1,5,1,35,4,5,,3,1,3,1,2
10717096087,233176325,5/8/2019 19:04,5/8/2019 19:06,,1145e2b35f11bd37c1aa51c4b4,,,,2,5,4,5,5,,,,,5,2,6,2,3,2,24,5,3,,2,1,3,3,2
10717094268,233176325,5/8/2019 19:03,5/8/2019 19:05,,4f7930402902301e4d66e52928,,,,1,10,1,10,6,1,,3,,5,4,5,1,4,2,24,5,6,,2,2,3,7,2
10717066341,233176325,5/8/2019 18:47,5/8/2019 18:49,,9ff886bffb5f9c05649a0e8a61,,,,3,6,5,10,9,,,,,,10,5,1,1,2,24,4,6,,2,2,3,9,2
10717061144,233176325,5/8/2019 18:45,5/8/2019 18:46,,7094028aea3ca4c2bc759eb2ed,,,,1,5,5,8,4,,2,,,,7,4,2,6,3,37,4,3,,3,1,11,9,1
10717044408,233176325,5/8/2019 18:35,5/8/2019 18:37,,44a11316aed99711894e48cdfb,,,,2,10,8,10,9,,,,,5,4,4,1,5,3,35,5,5,,3,2,5,9,1
10717000949,233176325,5/8/2019 18:10,5/8/2019 18:15,,e8db22829d5911d20f61462d78,,,,1,2,3,3,3,,,,,5,5,8,1,3,4,52,3,4,,4,2,3,2,1
10716996265,233176325,5/8/2019 18:09,5/8/2019 18:12,,13ed6493ad9a454e78f0c121bc,,,,2,8,6,3,1,,,,,,10,5,1,2,2,21,4,2,,2,2,1,4,1
10716982565,233176325,5/8/2019 18:02,5/8/2019 18:05,,4a4df4ee75e3830f630045020a,,,,1,9,7,9,7,,2,3,4,5,6,8,1,6,2,29,7,2,,3,2,5,9,1
10716959194,233176325,5/8/2019 17:53,5/8/2019 17:54,,dd629c62e57fb31bd1fa0215e7,,,,2,5,5,5,4,,,,,5,6,6,2,11,2,25,4,3,,2,1,11,5,1
10716944654,233176325,5/8/2019 17:46,5/8/2019 17:47,,f49b47e17d3bbad1e34227d613,,,,1,1,6,8,1,,,3,,,8,7,2,6,3,32,5,5,,3,2,3,5,1
10716944303,233176325,5/8/2019 17:46,5/8/2019 17:47,,d1d402bfc96cf2535c894ac320,,,,2,10,5,10,10,,,,,5,10,10,1,10,3,41,6,5,,3,2,9,1,1
10716929852,233176325,5/8/2019 17:39,5/8/2019 17:40,,597ab008375d20dd64e652cb50,,,,1,4,4,6,7,,,,,5,8,7,3,6,4,63,6,6,,2,2,3,3,1
10716926528,233176325,5/8/2019 17:37,5/8/2019 17:39,,d58402379634a75eec56e3c986,,,,2,10,5,5,5,1,,,,,10,10,3,2,2,24,5,5,,2,2,2,9,2
10716919791,233176325,5/8/2019 17:29,5/8/2019 17:36,,5370b0bcc6d02f1c73fad55b28,,,,3,5,5,10,7,,,,,5,10,5,1,3,2,22,3,5,,2,2,3,6,1
10716901671,233176325,5/8/2019 17:25,5/8/2019 17:27,,6f19b42aa32c3cf65e9f01745e,,,,2,3,3,3,7,1,,,,,3,8,1,5,2,27,5,5,,2,2,3,4,2
10716889480,233176325,5/8/2019 17:08,5/8/2019 17:22,,532b2e6a3dd09c290d8f47d893,,,,2,8,8,8,5,,2,,,,4,7,2,4,2,26,4,5,,2,1,3,3,2
10716833553,233176325,5/8/2019 16:56,5/8/2019 16:58,,b9fe69ecddd987446ac23242d0,,,,1,1,10,10,5,,,,,5,10,8,1,3,3,30,4,5,,3,2,2,9,2
10716817744,233176325,5/8/2019 16:49,5/8/2019 16:52,,f52240e5e07589e0e881594b16,,,,2,6,6,5,6,,,,,5,2,8,2,2,2,26,6,5,,2,1,2,3,4
10716814555,233176325,5/8/2019 16:48,5/8/2019 16:51,,a449814b25c7e5ba2ab619dc2d,,,,3,5,3,5,6,,,,,,5,9,2,5,2,18,3,5,,2,1,5,2,1
10716810223,233176325,5/8/2019 16:48,5/8/2019 16:49,,3135488e815ddb6d5583a09750,,,,1,5,5,7,4,1,,,,,5,5,2,3,2,51,7,2,,2,1,5,4,1
10716808747,233176325,5/8/2019 16:47,5/8/2019 16:48,,e7087f96e63356025127cf9121,,,,2,1,4,3,6,,2,,,,10,1,1,6,3,44,3,4,,3,2,6,2,2
10716804233,233176325,5/8/2019 16:46,5/8/2019 16:47,,85ace12e319500fd32b408b0d6,,,,1,4,6,8,7,,,3,,,7,6,1,3,3,31,4,4,,3,2,2,9,2
10716770614,233176325,5/8/2019 16:30,5/8/2019 16:33,,6032e571ce67deeac05822ce14,,,,3,1,1,6,1,1,2,,,,6,4,2,4,4,56,4,5,,4,1,4,4,2
10716767737,233176325,5/8/2019 16:31,5/8/2019 16:32,,6e0d564a2dabfd4620685a330c,,,,2,7,10,7,4,,2,,,,2,4,1,6,2,23,3,5,,3,2,1,2,1
