Respondent ID,Collector ID,End Date,FavorEntryLevel,FavorConventionalSoon,FavorOnlineEducation,FavorAI,FavorCrypto,FavorAmerican,HeardOfUdacity,HeardOfUdemy,HeardOfCoursera,HeardOfPluralsight,HeardOfLynda,Industry,FavorReligion,FavorChristianity,FavorRegulation,SurveyMonkeyAge,SurveyMonkeyIncome,SurveyMonkeyRegion,IsSurveyMonkeyMale,IsSurveyMonkeyFemale,IsSurveyMonkeyUnreportedGender,IsManager,IsUnemployed,IsStem,IsNotStem,IsUnsureStem,IsUnreportedStem,IsMale,IsFemale
6718561322,170687521,02/26/2018 02:13:39 AM,8,8,9,,6,6,1,0,0,0,0,11,,,,5,3,2,0,1,0,0,0,0,1,0,0,0,1
6718560432,170687521,02/26/2018 02:12:44 AM,8,4,8,,5,9,0,0,0,0,0,5,,,,3,3,1,0,1,0,0,0,0,1,0,0,0,1
6718559539,170687521,02/26/2018 02:11:46 AM,8,5,5,,4,6,0,0,0,0,0,10,,,,4,5,9,0,1,0,0,1,0,1,0,0,0,1
6718559058,170687521,02/26/2018 02:11:46 AM,5,4,9,,6,1,0,0,0,0,1,5,,,,3,3,6,0,1,0,0,0,0,1,0,0,0,1
6718559001,170687521,02/26/2018 02:11:14 AM,1,3,1,,7,2,0,0,1,0,0,5,,,,2,1,2,0,1,0,0,0,0,0,1,0,0,1
6718556792,170687521,02/26/2018 02:08:52 AM,6,10,8,,5,7,0,0,0,0,1,10,,,,4,8,9,0,1,0,1,0,0,1,0,0,0,1
6718552910,170687521,02/26/2018 02:04:41 AM,8,9,9,,8,8,0,0,0,0,1,10,,,,4,4,9,1,0,0,0,0,0,1,0,0,1,0
6718551379,170687521,02/26/2018 02:02:56 AM,9,5,6,,5,7,0,1,1,0,0,10,,,,3,1,4,0,1,0,0,0,0,1,0,0,0,1
6718545742,170687521,02/26/2018 01:56:33 AM,2,1,1,,5,9,0,0,0,0,0,6,,,,4,9,4,1,0,0,0,1,0,1,0,0,1,0
6718544920,170687521,02/26/2018 01:55:37 AM,5,5,7,,3,8,0,0,0,0,0,10,,,,4,4,9,0,1,0,0,0,0,1,0,0,0,1
6718543559,170687521,02/26/2018 01:54:08 AM,10,1,6,,6,10,0,0,0,0,0,10,,,,5,2,5,0,1,0,0,1,0,1,0,0,0,1
6718542958,170687521,02/26/2018 01:53:27 AM,6,10,1,,1,10,0,0,0,0,0,7,,,,5,3,5,1,0,0,0,0,0,1,0,0,1,0
6718542627,170687521,02/26/2018 01:53:02 AM,2,3,4,,1,10,0,0,0,0,0,11,,,,5,8,9,0,1,0,0,0,0,1,0,0,0,1
6718541332,170687521,02/26/2018 01:51:35 AM,5,5,7,,2,8,0,0,0,0,0,2,,,,5,3,3,0,1,0,0,1,0,1,0,0,0,1
6718539389,170687521,02/26/2018 01:49:21 AM,8,7,2,,9,6,0,0,0,0,0,4,,,,4,11,9,0,1,0,0,0,1,0,0,0,0,1
6718537975,170687470,02/26/2018 01:47:42 AM,8,3,10,,8,10,0,0,0,0,1,6,,,,,,,0,0,1,0,0,0,1,0,0,0,0
6718534169,170687521,02/26/2018 01:43:15 AM,7,6,7,,5,8,0,0,0,0,0,11,,,,4,11,1,0,1,0,1,0,0,0,1,0,0,1
6718532937,170687521,02/26/2018 01:41:49 AM,7,5,5,,6,6,0,0,0,1,0,10,,,,2,4,8,0,1,0,0,0,0,1,0,0,0,1
6718531448,170687521,02/26/2018 01:40:04 AM,6,4,5,,5,7,0,0,0,0,0,11,,,,2,5,7,0,1,0,0,0,0,1,0,0,0,1
6718529121,170687521,02/26/2018 01:37:26 AM,10,10,10,,10,8,0,0,0,0,1,10,,,,2,1,2,0,1,0,0,0,0,1,0,0,0,1
6718523741,170687521,02/26/2018 01:31:24 AM,2,1,8,,5,8,0,0,0,0,0,11,,,,5,2,5,0,1,0,0,0,0,0,1,0,0,1
6718523576,170687521,02/26/2018 01:31:14 AM,5,4,3,,3,6,0,0,0,0,0,1,,,,5,3,2,0,1,0,1,0,0,1,0,0,0,1
6718521796,170687521,02/26/2018 01:29:20 AM,10,9,10,,7,3,0,1,0,0,0,6,,,,3,4,5,0,1,0,1,0,1,0,0,0,0,1
6718521501,170687521,02/26/2018 01:29:01 AM,3,1,10,,5,5,0,1,1,0,0,5,,,,3,3,1,0,1,0,0,0,0,1,0,0,0,1
6718521072,170687521,02/26/2018 01:28:33 AM,8,9,10,,5,4,0,0,0,0,0,5,,,,4,3,3,0,1,0,0,0,0,1,0,0,0,1
6718517892,170687521,02/26/2018 01:25:02 AM,10,5,8,,1,7,1,0,0,0,0,6,,,,2,11,3,1,0,0,0,0,1,0,0,0,1,0
6718514999,170687521,02/26/2018 01:22:02 AM,8,4,9,,1,10,0,0,0,0,0,6,,,,3,4,6,0,1,0,0,1,0,1,0,0,0,1
6718514852,170687521,02/26/2018 01:21:54 AM,8,4,8,,3,9,0,1,1,0,1,11,,,,2,3,7,0,1,0,1,0,1,0,0,0,0,1
6718514015,170687521,02/26/2018 01:21:03 AM,7,7,7,,5,6,0,0,0,0,0,10,,,,5,4,8,0,1,0,0,0,0,1,0,0,0,1
6718509725,170687521,02/26/2018 01:16:14 AM,10,3,8,,2,7,0,0,0,0,0,5,,,,5,3,3,1,0,0,0,1,0,0,1,0,1,0
6718508331,170687521,02/26/2018 01:14:38 AM,7,5,7,,7,9,0,0,1,0,0,5,,,,5,2,5,0,1,0,1,0,0,1,0,0,0,1
6718507222,170687521,02/26/2018 01:13:23 AM,7,9,7,,2,3,0,1,0,0,0,10,,,,5,6,9,1,0,0,0,0,0,1,0,0,1,0
6718506280,170687521,02/26/2018 01:12:17 AM,3,1,7,,1,10,0,0,0,0,0,4,,,,5,11,8,0,1,0,0,1,0,1,0,0,0,1
6718504234,170687521,02/26/2018 01:09:53 AM,10,8,9,,2,6,0,0,0,1,0,5,,,,4,11,9,0,1,0,0,0,0,1,0,0,0,1
6718499941,170687521,02/26/2018 01:05:01 AM,1,1,1,,1,1,0,0,0,0,0,10,,,,4,3,2,0,1,0,0,0,0,1,0,0,0,1
6718499239,170687521,02/26/2018 01:04:12 AM,7,8,8,,7,4,0,0,0,0,1,10,,,,3,2,7,0,1,0,0,1,0,1,0,0,0,1
6718496332,170687521,02/26/2018 01:01:00 AM,4,5,5,,10,1,0,0,0,0,0,10,,,,2,1,7,0,1,0,0,1,0,1,0,0,0,1
6718494633,170687521,02/26/2018 12:59:05 AM,6,4,6,,9,8,0,0,0,0,1,7,,,,3,10,5,0,1,0,1,0,0,0,1,0,0,1
6718494466,170687521,02/26/2018 12:58:52 AM,10,1,5,,3,10,0,0,0,0,0,10,,,,2,8,7,0,1,0,0,0,0,1,0,0,0,1
6718492771,170687521,02/26/2018 12:57:01 AM,8,7,7,,7,6,0,0,0,1,0,10,,,,4,1,9,0,1,0,0,0,0,1,0,0,0,1
6718488793,170687521,02/26/2018 12:52:29 AM,4,7,2,,2,9,0,0,0,0,0,2,,,,5,8,3,0,1,0,0,0,0,1,0,0,0,1
6718488671,170687521,02/26/2018 12:52:21 AM,6,3,7,,5,8,0,0,0,0,0,10,,,,3,4,9,0,1,0,0,0,0,0,1,0,0,1
6718488502,170687521,02/26/2018 12:52:10 AM,3,3,10,,10,4,1,1,0,0,1,6,,,,3,4,6,1,0,0,0,1,0,1,0,0,1,0
6718486823,170687521,02/26/2018 12:50:10 AM,8,7,10,,5,2,0,0,0,0,0,10,,,,4,2,4,0,1,0,0,0,0,0,1,0,0,1
6718485272,170687521,02/26/2018 12:48:17 AM,8,8,8,,7,9,1,0,0,0,0,10,,,,5,4,5,1,0,0,1,0,0,1,0,0,1,0
6718483259,170687521,02/26/2018 12:45:55 AM,10,5,6,,6,3,0,0,0,0,0,5,,,,2,4,9,0,1,0,0,0,0,1,0,0,0,1
6718482996,170687521,02/26/2018 12:45:37 AM,5,5,6,,4,4,0,0,0,0,0,10,,,,4,11,7,0,1,0,0,0,0,1,0,0,0,1
,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
